customer_id,credit_score,geography,gender,age,tenure,balance,num_products,has_credit_card,is_active_member,estimated_salary,exited
15567431,773,Maharashtra,Male,64,2,14557828.0,1,0,1,18617285.0,0
15567437,734,Karnataka,Female,30,7,12304038.0,1,1,1,7650306.0,0
15567442,656,Maharashtra,Female,75,3,0.0,2,1,1,127686.99999999999,0
15567446,646,Karnataka,Male,39,9,11157441.0,1,1,1,3083851.0,0
15567486,634,Delhi,Female,41,4,0.0,2,1,1,16454974.0,0
15567506,738,Karnataka,Female,40,6,11494067.0,2,1,1,19489557.0,1
15567557,573,Maharashtra,Male,27,2,12824303.0,1,1,1,1163134.0,0
15567630,721,Karnataka,Male,40,6,10027588.0,1,1,0,13856448.000000002,1
15567725,689,Maharashtra,Female,46,7,5201608.0,2,1,1,7299364.999999999,0
15567778,690,Karnataka,Female,54,1,14402779.999999998,1,1,1,10873102.0,1
15567802,450,Delhi,Female,34,2,0.0,2,1,0,17548093.0,0
15567832,550,Maharashtra,Female,40,7,11435495.0,1,1,0,5401893.0,0
15567834,719,Maharashtra,Male,49,5,10591810.0,1,1,1,1624659.0,0
15567839,501,Maharashtra,Male,42,9,11463123.0,1,0,1,9142974.0,0
15567855,623,Maharashtra,Female,29,1,0.0,2,0,0,3938206.0,0
15567860,581,Delhi,Female,44,7,18931816.0,2,1,0,4502623.0,1
15567893,556,Karnataka,Male,33,3,12421336.0,2,1,0,6262755.0,0
15567897,619,Karnataka,Male,23,5,13272510.0,1,1,1,14391332.999999998,0
15567919,586,Karnataka,Male,37,8,16773569.0,2,0,1,10466579.0,0
15567923,739,Maharashtra,Female,30,6,0.0,1,0,0,12260444.0,0
15567980,537,Karnataka,Female,46,5,10072750.0,1,0,1,14085776.0,1
15567991,794,Delhi,Male,31,0,14488034.0,2,0,1,17564344.0,0
15567993,828,Delhi,Male,28,8,13476685.0,1,1,0,7935587.0,0
15568006,634,Maharashtra,Female,45,2,0.0,4,1,0,10103953.0,1
15568025,758,Maharashtra,Male,51,8,8171046.000000001,1,1,1,11652007.0,0
15568032,757,Karnataka,Male,31,1,12732036.0,3,1,0,16317032.0,0
15568044,508,Maharashtra,Female,31,7,0.0,2,1,1,612315.0,0
15568046,809,Maharashtra,Male,24,7,10955836.0,1,1,0,18351513.0,0
15568088,481,Karnataka,Male,44,3,16371451.999999998,1,1,0,9612372.0,0
15568104,749,Maharashtra,Female,26,6,0.0,2,0,1,3494876.9999999995,0
15568106,592,Maharashtra,Female,38,8,11927801.0,2,0,1,1937073.0,0
15568120,681,Maharashtra,Female,37,7,6960985.000000001,1,1,1,7212783.0,0
15568162,527,Delhi,Male,53,8,0.0,1,1,1,5171157.0,0
15568164,850,Maharashtra,Female,34,4,7137953.0,2,1,1,15400099.0,0
15568238,650,Delhi,Male,20,8,0.0,2,1,1,11346965.0,0
15568240,492,Karnataka,Female,30,10,7716887.0,2,0,1,14670022.0,0
15568326,637,Maharashtra,Female,44,2,0.0,2,1,0,14966565.0,0
15568328,488,Maharashtra,Female,22,6,0.0,2,1,1,6639389.0,0
15568360,569,Delhi,Female,41,4,13984035.999999998,1,1,1,16352470.000000002,0
15568429,633,Delhi,Female,46,3,0.0,2,1,0,12025058.0,0
15568449,661,Delhi,Male,38,7,14300670.000000002,1,1,1,1565089.0,0
15568469,653,Maharashtra,Male,43,0,0.0,2,1,0,2786258.0,0
15568487,712,Maharashtra,Male,35,7,12461623.0,1,1,1,6932097.0,0
15568506,524,Karnataka,Female,31,10,6723898.0,2,1,1,16181123.000000002,0
15568519,534,Maharashtra,Male,41,9,0.0,2,1,0,1387134.0,0
15568562,689,Maharashtra,Male,40,8,16027226.999999998,1,1,0,4965624.0,0
15568573,554,Karnataka,Female,51,7,10570191.0,1,0,1,17979779.0,1
15568595,544,Maharashtra,Male,64,9,11382945.0,1,1,1,12434149.0,0
15568742,536,Maharashtra,Female,41,9,0.0,1,1,0,12129914.0,0
15568748,671,Karnataka,Male,45,6,9956422.0,1,1,1,10887245.0,1
15568819,619,Karnataka,Female,42,8,13279604.0,3,1,1,19182135.0,1
15568834,698,Delhi,Male,27,6,12542737.0,2,0,0,2765444.0,0
15568849,540,Delhi,Female,31,10,11815874.0,1,1,1,15802757.0,0
15568876,496,Maharashtra,Female,34,1,10272335.0,2,1,0,18084481.0,0
15568878,654,Delhi,Male,34,5,0.0,2,1,0,15931146.0,0
15568885,620,Karnataka,Female,34,8,10225157.0,1,1,0,12067209.0,0
15568904,608,Karnataka,Male,34,3,10628854.0,1,1,1,3663925.0,0
15568915,681,Maharashtra,Male,38,6,15372247.0,1,1,0,10131976.0,0
15568953,477,Maharashtra,Male,27,1,12855498.0,1,1,1,13317319.0,0
15568963,674,Karnataka,Male,34,2,15279790.0,1,1,0,17570940.0,1
15568982,726,Maharashtra,Female,24,6,0.0,2,1,1,5472403.0,0
15569050,444,Maharashtra,Male,45,6,0.0,1,1,0,13000985.0,1
15569079,632,Karnataka,Male,48,6,12606626.0,1,1,0,6434561.0,1
15569098,627,Maharashtra,Male,44,6,15354812.0,1,0,0,3530008.0,1
15569120,615,Maharashtra,Male,30,7,0.0,2,1,1,15634684.0,0
15569178,570,Maharashtra,Female,18,4,8276742.0,1,1,0,7181189.999999999,0
15569187,680,Delhi,Male,35,9,0.0,2,0,0,14377406.0,0
15569209,464,Delhi,Female,34,5,7600157.000000001,1,1,1,15866887.0,0
15569222,781,Maharashtra,Male,32,6,14710791.0,1,1,1,4006694.9999999995,0
15569247,727,Delhi,Female,57,1,10967972.0,1,0,1,75337.0,0
15569248,554,Maharashtra,Female,43,10,0.0,2,1,0,14962913.0,1
15569249,576,Maharashtra,Female,55,6,4458207.0,3,0,1,6753985.000000001,1
15569264,622,Maharashtra,Male,32,5,17930509.0,1,1,1,14904378.0,0
15569266,644,Maharashtra,Male,28,7,15506041.0,1,1,0,2917952.0,0
15569274,678,Karnataka,Male,49,2,11693311.0,1,1,0,19505358.0,1
15569364,666,Maharashtra,Male,36,3,0.0,2,1,0,3515654.0,0
15569394,704,Maharashtra,Male,24,2,14819715.0,2,1,0,18277508.0,0
15569410,601,Karnataka,Female,33,7,11443018.0,2,1,1,15301213.0,0
15569423,731,Delhi,Male,41,4,0.0,2,1,0,2229927.0,0
15569430,704,Delhi,Female,36,2,17550980.0,2,1,0,15203967.000000002,0
15569432,656,Maharashtra,Female,48,9,0.0,2,1,1,8524061.0,1
15569438,607,Karnataka,Male,36,10,10670294.0,2,0,0,19831369.0,0
15569446,732,Maharashtra,Female,34,8,12233843.0,2,1,0,18798585.0,0
15569451,463,Maharashtra,Male,35,2,10125716.0,1,1,1,11811364.0,0
15569452,652,Karnataka,Female,58,3,11635320.0,2,0,1,19350290.0,0
15569503,765,Maharashtra,Male,44,6,0.0,2,1,1,15989997.0,0
15569526,601,Maharashtra,Male,40,10,9862713.0,2,0,0,7797769.0,0
15569571,584,Karnataka,Female,46,6,8736102.0,2,1,0,12037687.0,1
15569572,778,Maharashtra,Male,42,6,0.0,2,1,1,10619744.0,0
15569590,601,Karnataka,Male,42,1,9849572.0,1,1,0,4001476.0,1
15569595,678,Maharashtra,Female,50,6,0.0,1,1,0,819950.0,0
15569624,671,Karnataka,Female,31,6,10586460.0,2,1,0,14556734.0,0
15569626,577,Delhi,Male,35,5,11008030.0,1,1,1,10979431.0,0
15569641,692,Karnataka,Female,41,8,13070129.0,1,1,0,5935424.0,1
15569654,850,Karnataka,Female,31,3,5129347.0,1,0,0,3553468.0,0
15569666,517,Maharashtra,Female,45,4,0.0,1,0,0,17267436.0,1
15569670,627,Karnataka,Male,30,6,11237296.0,1,1,1,11802909.0,0
15569678,561,Karnataka,Male,32,6,16682459.0,1,1,0,13945198.000000002,0
15569682,768,Karnataka,Male,37,9,10830811.0,1,1,0,4178825.0,1
15569759,583,Maharashtra,Female,27,4,0.0,3,1,0,16311341.0,0
15569764,687,Karnataka,Female,41,2,15400721.0,1,1,0,15840823.000000002,0
15569807,673,Maharashtra,Female,34,8,4215708.0,1,1,0,2059859.0,1
15569867,529,Maharashtra,Female,29,8,0.0,2,1,0,1984211.0,0
15569878,592,Maharashtra,Male,37,3,9665103.0,1,1,1,323282.0,0
15569892,516,Maharashtra,Male,35,10,5736961.0,1,1,1,10169977.0,0
15569917,706,Delhi,Male,30,6,8760968.0,2,0,0,13767454.999999998,1
15569945,509,Delhi,Male,29,1,0.0,2,1,0,6911314.0,0
15569976,754,Karnataka,Male,65,1,13618644.0,1,1,1,12152959.0,1
15570002,625,Karnataka,Female,55,8,11877271.0,4,0,0,13585362.0,1
15570004,850,Maharashtra,Male,31,3,0.0,2,1,0,12186687.0,0
15570051,775,Karnataka,Female,38,6,17988641.0,2,0,0,15312257.999999998,0
15570060,586,Maharashtra,Female,43,8,13255826.0,1,1,0,6704683.0,1
15570073,721,Delhi,Male,57,1,0.0,1,1,1,19594096.0,0
15570086,684,Karnataka,Male,18,9,9054400.0,1,0,1,477722.99999999994,0
15570087,664,Maharashtra,Female,44,8,14298969.0,1,1,1,11545251.0,1
15570134,683,Maharashtra,Female,35,6,18753066.0,2,1,1,3797636.0,0
15570141,724,Maharashtra,Female,34,3,13235269.0,1,1,0,8032030.0,0
15570145,763,Maharashtra,Female,23,2,0.0,2,1,0,15398399.0,0
15570192,608,Karnataka,Female,40,8,12172942.0,1,0,0,6116445.0,0
15570194,412,Maharashtra,Male,29,5,0.0,2,0,0,1251053.0,0
15570205,682,Delhi,Male,36,5,0.0,2,1,1,14775851.0,0
15570271,577,Delhi,Male,31,6,0.0,1,1,1,19639525.0,0
15570289,697,Karnataka,Male,43,8,10340916.0,1,1,0,6689328.0,1
15570299,584,Karnataka,Female,31,6,15262234.0,1,1,0,9929880.0,0
15570326,621,Maharashtra,Male,34,6,0.0,2,1,1,9912813.0,0
15570360,641,Maharashtra,Female,35,4,0.0,2,0,0,12598618.0,0
15570379,669,Delhi,Male,51,3,8882753.0,1,0,0,8525077.0,1
15570414,618,Delhi,Male,41,4,11525164.0,1,0,0,13643575.0,0
15570417,579,Maharashtra,Male,35,1,0.0,2,1,0,446020.0,0
15570485,558,Delhi,Male,40,4,16176687.0,1,0,0,9237854.0,0
15570508,600,Maharashtra,Male,49,7,9021890.0,1,1,0,9134776.0,0
15570533,621,Karnataka,Female,55,7,13103376.0,1,0,1,7568559.0,1
15570601,785,Maharashtra,Female,47,9,12203155.0,1,1,1,3382350.0,1
15570629,655,Karnataka,Female,72,5,13808997.0,2,1,1,9992041.0,0
15570681,560,Maharashtra,Male,24,1,11608432.0,1,1,0,8973470.0,0
15570769,494,Maharashtra,Male,69,9,9332080.0,1,1,1,2448944.0,0
15570835,491,Karnataka,Female,57,4,11204472.0,1,1,1,4122973.0000000005,1
15570855,670,Maharashtra,Male,38,7,0.0,2,1,1,7786441.0,0
15570857,677,Karnataka,Female,39,0,11121364.0,2,1,1,14757826.0,0
15570859,626,Karnataka,Male,36,2,18167116.0,2,1,1,5753114.0,0
15570895,608,Maharashtra,Male,42,10,16354807.0,1,1,0,3886685.0,0
15570908,687,Delhi,Female,29,7,9361707.0,1,0,1,11305092.0,0
15570912,728,Karnataka,Female,32,9,12777210.0,2,1,1,15264348.000000002,0
15570931,620,Maharashtra,Male,61,5,0.0,1,0,0,3164152.0,1
15570932,666,Maharashtra,Male,43,7,13778074.0,2,1,1,11910005.0,1
15570943,711,Karnataka,Female,35,2,13360775.0,1,1,1,12058632.0,0
15570947,615,Delhi,Female,29,7,14333056.0,2,1,1,12639601.0,0
15570970,647,Maharashtra,Female,42,9,0.0,2,1,1,5136282.0,0
15570990,520,Delhi,Female,30,4,14522299.0,2,0,0,14516096.0,0
15571002,706,Maharashtra,Female,44,4,12960599.0,1,0,0,6986549.000000001,0
15571059,734,Maharashtra,Female,54,3,0.0,1,1,0,13080554.0,1
15571065,532,Delhi,Female,39,0,0.0,2,1,0,9497730.0,0
15571081,773,Maharashtra,Female,41,7,19023893.0,1,1,1,5754965.0,0
15571121,670,Maharashtra,Female,50,8,13834006.0,1,0,1,315915.0,0
15571144,655,Maharashtra,Male,28,10,0.0,2,0,1,12656521.0,0
15571148,645,Delhi,Female,21,1,0.0,2,0,0,2872607.0,0
15571193,579,Karnataka,Male,42,0,14438632.0,1,1,1,2249710.0,1
15571221,747,Karnataka,Male,58,7,11631357.0,1,1,1,19069635.0,1
15571244,809,Delhi,Female,33,3,0.0,2,0,1,14142678.0,0
15571261,714,Karnataka,Female,35,6,12607743.0,2,1,1,5395424.0,0
15571281,651,Maharashtra,Male,28,10,7956298.0,1,1,1,7468737.0,0
15571284,756,Karnataka,Male,32,0,10952816.0,2,1,1,5617631.0,0
15571302,529,Karnataka,Male,72,5,9421605.0,1,1,1,7869567.999999999,0
15571305,588,Karnataka,Female,35,1,10306063.0,1,1,0,17986601.0,1
15571415,805,Karnataka,Male,56,6,15180229.0,1,1,0,4679109.0,1
15571476,635,Delhi,Male,38,0,10325714.0,1,0,0,15834463.0,0
15571529,650,Karnataka,Female,48,7,13823224.0,1,1,0,5759478.0,0
15571550,699,Maharashtra,Male,39,9,0.0,1,1,0,8096392.0,0
15571571,680,Karnataka,Female,31,3,12733146.0,3,1,1,17643360.0,0
15571586,524,Delhi,Male,29,3,15903545.000000002,1,1,0,270531.0,1
15571666,642,Karnataka,Male,30,8,13449726.999999998,1,0,0,4325054.0,0
15571689,740,Maharashtra,Female,37,5,0.0,2,1,1,2752840.0,0
15571752,668,Karnataka,Female,32,10,9204187.0,1,1,1,4359590.0,0
15571756,724,Maharashtra,Female,28,5,0.0,1,1,0,5935168.0,0
15571778,817,Maharashtra,Female,55,10,11756149.0,1,1,0,9594155.0,1
15571816,850,Delhi,Female,70,5,0.0,1,1,1,70518.0,0
15571843,486,Delhi,Male,24,1,0.0,1,1,0,9880276.0,0
15571869,669,Karnataka,Female,50,4,11265089.0,1,0,0,16638622.0,1
15571873,655,Maharashtra,Male,24,9,10706531.0,1,1,1,5195982.0,0
15571917,771,Karnataka,Female,38,5,13765771.0,2,1,0,7298561.0,0
15571928,679,Maharashtra,Female,43,4,0.0,3,1,0,11513651.0,1
15571940,579,Delhi,Male,22,3,11868057.0,1,1,1,4982980.0,0
15571958,489,Delhi,Male,40,3,22153280.0,1,1,0,17186708.0,0
15571973,776,Maharashtra,Female,38,2,16982446.0,1,1,0,16929170.0,0
15571995,775,Karnataka,Female,33,1,11889710.0,2,1,1,2636240.0,0
15572021,798,Karnataka,Female,29,8,8020411.0,2,1,0,7022322.0,0
15572022,605,Maharashtra,Female,36,6,0.0,1,0,1,69084.0,0
15572038,660,Karnataka,Male,35,9,11394858.0,1,1,0,18889196.0,1
15572050,768,Karnataka,Male,48,3,12283158.0,1,1,1,2453389.0,1
15572051,721,Maharashtra,Male,40,3,0.0,1,1,1,14487467.000000002,0
15572073,663,Delhi,Male,35,5,0.0,2,1,1,6263494.0,0
15572093,613,Maharashtra,Female,24,7,14045391.0,1,1,0,12900130.0,0
15572114,673,Delhi,Male,40,1,12162922.0,1,1,1,325860.0,0
15572145,767,Maharashtra,Female,34,8,0.0,2,1,0,9476777.0,0
15572158,604,Delhi,Male,41,3,0.0,1,0,0,1181984.0,0
15572174,825,Maharashtra,Male,29,3,14887401.0,2,0,1,7119282.000000001,0
15572182,505,Karnataka,Female,33,3,10650677.0,3,1,0,4544578.0,1
15572265,646,Karnataka,Male,46,1,17082655.0,2,1,0,4504132.0,0
15572291,825,Maharashtra,Male,40,6,13230822.0,1,0,0,11712250.0,0
15572294,623,Maharashtra,Male,28,7,0.0,1,0,0,12952657.0,0
15572356,689,Delhi,Male,73,1,10855507.0,1,0,1,16796915.0,0
15572360,683,Maharashtra,Male,30,10,5765749.0,1,0,0,7924089.999999999,0
15572361,790,Karnataka,Female,34,2,16401148.000000002,1,1,0,19942041.0,0
15572374,733,Delhi,Male,36,1,0.0,2,0,1,10837782.0,0
15572390,850,Delhi,Female,39,6,0.0,2,1,0,10392143.0,0
15572398,614,Delhi,Female,39,6,0.0,2,1,1,16401898.000000002,0
15572408,714,Karnataka,Male,39,3,14988749.0,2,1,0,6384636.0,0
15572415,580,Maharashtra,Male,34,6,0.0,2,1,1,16009531.0,0
15572428,717,Karnataka,Female,33,0,11577723.0,1,1,1,8150810.000000001,0
15572461,663,Karnataka,Female,29,4,10271465.0,2,0,0,2117081.0,0
15572467,506,Maharashtra,Male,37,5,0.0,2,1,1,12754381.0,0
15572547,670,Maharashtra,Female,45,9,10493038.0,1,1,0,15592181.0,1
15572626,620,Delhi,Male,44,8,0.0,2,1,1,1562751.0,0
15572631,609,Maharashtra,Male,25,10,0.0,1,0,1,10989516.0,0
15572657,472,Maharashtra,Male,29,8,10249027.0,1,0,1,18122456.0,0
15572706,589,Maharashtra,Male,37,5,0.0,1,1,0,6132487.0,0
15572728,704,Delhi,Male,36,8,12739734.0,1,1,0,15133524.0,0
15572735,433,Delhi,Male,27,2,0.0,2,1,1,15369865.0,0
15572762,410,Karnataka,Female,50,2,10227879.0,2,1,0,8982248.0,0
15572767,777,Maharashtra,Male,29,2,0.0,2,1,0,12448988.0,0
15572777,780,Delhi,Male,47,7,8600621.0,1,1,1,3797312.9999999995,0
15572792,535,Delhi,Male,35,8,11898992.0,1,1,1,13553672.0,0
15572801,639,Delhi,Male,34,5,13939319.0,2,0,0,3395008.0,0
15572956,683,Maharashtra,Male,36,5,11535063.0,1,1,1,12230591.0,0
15573045,547,Maharashtra,Male,62,10,12773875.0,2,1,1,8515300.0,0
15573077,620,Karnataka,Female,25,8,14182588.0,1,1,1,7385794.0,1
15573086,564,Maharashtra,Male,42,7,9982445.0,1,1,1,3672140.0,0
15573112,602,Delhi,Male,29,5,10390728.0,1,1,0,16122984.0,0
15573152,620,Maharashtra,Female,41,9,0.0,2,0,0,8885247.0,0
15573171,695,Delhi,Male,63,1,14620293.0,1,1,1,12668883.0,1
15573242,691,Maharashtra,Male,50,6,13695347.0,1,1,1,270498.0,0
15573278,743,Maharashtra,Male,39,6,0.0,2,1,0,4426528.0,0
15573280,646,Karnataka,Male,50,6,14529531.0,2,1,1,2781474.0,0
15573284,579,Maharashtra,Female,45,2,0.0,2,0,0,1151439.0,0
15573309,626,Delhi,Female,48,2,0.0,2,1,1,9579498.0,0
15573318,610,Maharashtra,Male,26,8,0.0,2,1,0,16603107.999999998,0
15573319,493,Karnataka,Female,35,8,17831760.0,1,0,0,19742864.0,0
15573348,850,Maharashtra,Male,35,9,10205047.0,1,1,1,376971.0,0
15573452,663,Karnataka,Male,42,7,11593087.0,1,1,0,1986278.0,0
15573456,648,Delhi,Male,46,9,12720900.0,2,1,0,7740595.0,1
15573520,692,Karnataka,Male,49,6,11054043.0,2,0,1,10747299.0,0
15573599,506,Maharashtra,Female,57,6,0.0,2,0,1,19442112.0,1
15573628,751,Karnataka,Female,51,7,14807479.0,1,1,0,14641141.0,1
15573730,586,Karnataka,Male,42,6,12670449.0,2,1,0,4168230.0000000005,0
15573741,698,Delhi,Male,38,10,9501092.0,1,1,1,10522786.0,0
15573769,764,Maharashtra,Female,24,7,0.0,2,1,0,18610599.0,0
15573798,448,Maharashtra,Female,36,6,8394712.0,2,1,0,8199953.0,0
15573851,735,Maharashtra,Female,38,1,0.0,3,0,0,9222012.0,1
15573854,727,Maharashtra,Male,62,5,0.0,2,0,1,3865296.0,0
15573876,473,Delhi,Male,48,8,0.0,2,1,0,7113980.0,0
15573888,648,Karnataka,Female,43,1,10796338.0,1,0,0,18643886.0,1
15573893,569,Karnataka,Male,25,9,17345945.0,2,1,1,4438106.0,0
15573926,735,Delhi,Male,38,7,8613171.0,2,0,0,9347896.0,0
15573971,737,Maharashtra,Male,44,7,0.0,2,0,0,5789858.0,0
15574004,429,Maharashtra,Female,27,6,11730744.0,2,1,1,2402049.0,0
15574012,645,Delhi,Male,44,8,11375578.0,2,1,0,14975671.0,1
15574068,504,Karnataka,Male,56,9,10421730.0,1,0,0,5585748.0,1
15574071,706,Karnataka,Male,23,2,9330197.0,2,0,1,12718704.0,0
15574072,786,Maharashtra,Female,62,8,0.0,1,1,1,16570264.000000002,0
15574115,656,Delhi,Female,41,6,10117923.0,2,1,1,3523061.0,0
15574119,598,Delhi,Female,64,1,6297993.0,1,1,1,15227357.0,0
15574122,817,Maharashtra,Male,34,5,12927843.0,1,0,0,16556284.0,0
15574137,687,Delhi,Male,35,3,0.0,2,1,1,17645019.0,0
15574142,458,Karnataka,Female,28,2,17193226.0,2,1,1,957824.0,0
15574167,665,Maharashtra,Male,33,2,10128611.0,1,1,1,15984051.0,0
15574169,595,Karnataka,Female,32,0,9246621.0,1,1,0,472130.0,0
15574206,718,Maharashtra,Female,37,7,0.0,2,1,1,5510009.0,0
15574213,789,Maharashtra,Female,53,1,15827174.0,1,1,1,503639.00000000006,1
15574237,588,Maharashtra,Female,21,8,0.0,2,1,1,11011419.0,0
15574283,580,Maharashtra,Male,31,2,0.0,2,0,1,6401424.0,0
15574296,757,Maharashtra,Male,23,2,8067396.000000001,2,1,0,9399165.0,0
15574305,680,Maharashtra,Male,36,3,11627512.0,1,1,1,6379580.0,0
15574324,568,Karnataka,Female,29,2,12917701.0,2,0,1,10461799.0,0
15574331,593,Karnataka,Female,62,3,11823381.0,1,0,1,2476553.0,1
15574352,850,Maharashtra,Male,43,4,16125653.0,1,1,1,14007157.0,0
15574369,415,Delhi,Male,53,5,16725944.0,1,1,1,2235725.0,0
15574372,738,Maharashtra,Male,35,5,16127404.999999998,2,1,0,18142987.0,0
15574480,652,Delhi,Male,31,1,13286259.0,1,0,0,15805449.0,0
15574523,576,Maharashtra,Male,39,1,0.0,2,1,1,6881423.0,0
15574554,537,Karnataka,Male,66,8,10329125.0,2,1,1,13066479.0,0
15574558,718,Delhi,Male,32,8,0.0,2,1,1,4139933.0,0
15574584,670,Maharashtra,Male,33,8,12667969.0,1,1,1,3945108.9999999995,0
15574608,713,Maharashtra,Male,36,8,13388935.0,1,1,1,14326565.0,0
15574692,667,Delhi,Female,39,2,0.0,2,1,0,4072124.0,1
15574743,577,Delhi,Male,29,2,0.0,1,1,1,16892441.0,0
15574761,466,Maharashtra,Female,41,3,3356394.9999999995,2,1,0,17899413.0,1
15574783,584,Maharashtra,Female,37,1,0.0,2,1,1,18036356.0,0
15574795,495,Maharashtra,Female,38,2,6309301.0,1,1,1,4708972.0,0
15574830,633,Karnataka,Male,58,2,12813742.0,2,1,0,14763532.999999998,1
15574842,653,Karnataka,Female,25,2,15826642.000000002,3,1,1,19935724.0,0
15574858,530,Maharashtra,Male,37,8,0.0,2,1,1,28799.0,0
15574868,792,Karnataka,Male,36,5,11572524.0,2,0,0,187125.0,0
15574879,631,Karnataka,Female,37,2,12180172.0,2,0,1,2314662.0,0
15574886,706,Maharashtra,Male,32,6,9448647.0,1,1,1,14694974.0,0
15574910,601,Maharashtra,Male,50,2,11562507.0,1,1,0,18585521.0,0
15574947,656,Maharashtra,Male,36,8,9778608.0,2,0,1,2147836.0,0
15575002,676,Maharashtra,Male,29,4,14072093.0,1,1,0,3622118.0,0
15575024,503,Maharashtra,Male,29,3,0.0,2,1,1,14395499.0,0
15575060,797,Maharashtra,Male,24,5,0.0,2,1,0,18225761.0,0
15575119,779,Maharashtra,Male,71,3,0.0,2,1,1,14689535.999999998,1
